geneSymbol	chromosome
DQ595400	chr15
DQ585588	chr15
DQ575033	chr15
DQ577410	chr15
DQ578183	chr15
DQ601882	chr15
DQ596114	chr15
DQ600633	chr15
DQ601360	chr15
DQ576562	chr15
DQ593323	chr15
DQ588198	chr15
DQ600036	chr15
DQ571566	chr15
DQ600540	chr15
DQ581622	chr15
DQ600614	chr15
DQ576354	chr15
DQ579022	chr15
DQ577256	chr15
DQ583818	chr15
DQ575950	chr15
DQ598884	chr15
DQ599798	chr15
DQ579681	chr15
DQ571691	chr15
DQ575757	chr15
DQ573567	chr15
DQ570912	chr15
DQ593779	chr15
DQ592649	chr15
DQ570033	chr15
DQ596703	chr15
DQ596118	chr15
DQ601697	chr15
DQ593269	chr15
DQ597549	chr15
DQ577988	chr15
DQ592221	chr15
DQ586284	chr15
DQ576429	chr15
DQ586285	chr15
DQ570129	chr15
DQ590273	chr15
DQ574151	chr15
DQ584931	chr15
DQ575559	chr15
DQ572791	chr15
DQ583624	chr15
DQ596164	chr15
DQ590682	chr15
DQ578824	chr15
DQ573543	chr15
DQ596057	chr15
DQ586930	chr15
DQ592483	chr15
DQ570108	chr15
DQ581948	chr15
DQ601452	chr15
DQ591603	chr15
DQ582866	chr15
DQ580408	chr15
DQ599965	chr15
DQ588475	chr15
DQ595396	chr15
DQ591811	chr15
DQ583824	chr15
DQ590438	chr15
DQ584326	chr15
DQ588883	chr15
DQ571370	chr15
DQ589078	chr15
DQ598459	chr15
DQ584837	chr15
DQ578258	chr15
DQ576734	chr15
DQ590839	chr15
DQ576154	chr15
DQ590680	chr15
DQ588715	chr15
DQ576744	chr15
DQ582184	chr15
DQ585294	chr15
DQ587962	chr15
TLN2	chr15
MIR190A	chr15
TPM1	chr15
AK055197	chr15
LACTB	chr15
RAB8B	chr15
APH1B	chr15
USP3	chr15
FBXL22	chr15
SNX1	chr15
SNX22	chr15
TRIP4	chr15
ZNF609	chr15
ANKDD1A	chr15
PLEKHO2	chr15
SLC51B	chr15
KBTBD13	chr15
PTPLAD1	chr15
SLC24A1	chr15
RAB11A	chr15
MIR4311	chr15
DIS3L	chr15
MAP2K1	chr15
ZWILCH	chr15
hCG_2003567	chr15
SMAD6	chr15
BX538221	chr15
SMAD3	chr15
IQCH	chr15
C15orf61	chr15
MAP2K5	chr15
SKOR1	chr15
PIAS1	chr15
FEM1B	chr15
CORO2B	chr15
MIR548H4	chr15
NOX5	chr15
SPESP1	chr15
LINC00277	chr15
GLCE	chr15
PAQR5	chr15
KIF23	chr15
RPLP1	chr15
LOC145837	chr15
BC104435	chr15
AK097902	chr15
LINC00593	chr15
LRRC49	chr15
THSD4	chr15
NR2E3	chr15
SENP8	chr15
JA375062	chr15
BC034424	chr15
HEXA-AS1	chr15
TMEM202	chr15
ARIH1	chr15
MIR630	chr15
AX748294	chr15
GOLGA6B	chr15
BBS4	chr15
ADPGK-AS1	chr15
NEO1	chr15
C15orf60	chr15
CD276	chr15
TBC1D21	chr15
LOXL1	chr15
PML	chr15
DQ587117	chr15
DQ572823	chr15
ISLR2	chr15
ISLR	chr15
HP11097	chr15
CCDC33	chr15
LOC729739	chr15
BC013681	chr15
UBL7-AS1	chr15
ARID3B	chr15
CLK3	chr15
AK095335	chr15
CYP1A2	chr15
CSK	chr15
LMAN1L	chr15
CPLX3	chr15
MPI	chr15
SCAMP5	chr15
BC150506	chr15
PPCDC	chr15
C15orf39	chr15
GOLGA6C	chr15
GOLGA6D	chr15
COMMD4	chr15
NEIL1	chr15
BC016143	chr15
SNX33	chr15
ODF3L1	chr15
DQ588677	chr15
AK302879	chr15
UBE2Q2	chr15
FBXO22	chr15
C15orf27	chr15
ISL2	chr15
RCN2	chr15
PSTPIP1	chr15
HMG20A	chr15
AK025664	chr15
LOC253044	chr15
BC038758	chr15
DQ583793	chr15
MIR5003	chr15
SH2D7	chr15
IDH3A	chr15
DNAJA4	chr15
CRABP1	chr15
IREB2	chr15
AGPHD1	chr15
PSMA4	chr15
CHRNA5	chr15
AX748237	chr15
LOC646938	chr15
MORF4L1	chr15
MIR184	chr15
ANKRD34C	chr15
TMED3	chr15
KIAA1024	chr15
C15orf37	chr15
ZFAND6	chr15
FAH	chr15
AB240015	chr15
ARNT2	chr15
ABHD17C	chr15
AX747179	chr15
KIAA1199	chr15
AL109718	chr15
JB074934	chr15
MESDC1	chr15
C15orf26	chr15
IL16	chr15
BC043257	chr15
FAM154B	chr15
LOC390660	chr15
UBE2Q2P3	chr15
UBE2Q2P2	chr15
GOLGA6L9	chr15
DQ582680	chr15
DQ601279	chr15
CSPG4P8	chr15
DQ581594	chr15
AK097432	chr15
LOC440295	chr15
LOC161527	chr15
LOC80154	chr15
LOC727751	chr15
LOC283692	chr15
SCARNA15	chr15
WHAMM	chr15
FAM103A1	chr15
MIR4515	chr15
TM6SF1	chr15
SH3GL3	chr15
ADAMTSL3	chr15
EFTUD1P1	chr15
LOC100505679	chr15
LOC440300	chr15
DQ574760	chr15
GOLGA6L4	chr15
DNM1P41	chr15
LINC00933	chr15
ZSCAN2	chr15
SCAND2P	chr15
AL357213	chr15
ZNF592	chr15
ALPK3	chr15
SLC28A1	chr15
PDE8A	chr15
AK301968	chr15
AKAP13	chr15
AGBL1	chr15
LINC00052	chr15
NTRK3-AS1	chr15
MRPS11	chr15
MIR1179	chr15
MIR7-2	chr15
AEN	chr15
ISG20	chr15
ACAN	chr15
L12234	chr15
ABHD2	chr15
FANCI	chr15
LINC00925	chr15
MIR9-3	chr15
AK054710	chr15
TICRR	chr15
WDR93	chr15
MESP2	chr15
ZNF710	chr15
SEMA4B	chr15
GDPGP1	chr15
TTLL13	chr15
NGRN	chr15
ZNF774	chr15
IQGAP1	chr15
CRTC3	chr15
BC038778	chr15
BLM	chr15
FURIN	chr15
FES	chr15
MAN2A2	chr15
UNC45A	chr15
RCCD1	chr15
AK054837	chr15
PRC1-AS1	chr15
AK055351	chr15
SV2B	chr15
BC036442	chr15
SLCO3A1	chr15
ST8SIA2	chr15
C15orf32	chr15
DQ582158	chr15
DQ599802	chr15
DQ596379	chr15
DQ601873	chr15
DQ582977	chr15
DQ582622	chr15
DQ576106	chr15
DQ598082	chr15
DQ583486	chr15
DQ580504	chr15
DQ570806	chr15
DQ595407	chr15
DQ586639	chr15
DQ579595	chr15
DQ572592	chr15
DQ571347	chr15
DQ580783	chr15
DQ590038	chr15
DQ599537	chr15
DQ586689	chr15
DQ581392	chr15
DQ591781	chr15
DQ580421	chr15
DQ573962	chr15
DQ578058	chr15
DQ584918	chr15
DQ600930	chr15
DQ580467	chr15
DQ579432	chr15
DQ575076	chr15
DQ593762	chr15
DQ574028	chr15
DQ571124	chr15
DQ589911	chr15
ASB9P1	chr15
CHD2	chr15
LOC100507217	chr15
MIR3175	chr15
AK024092	chr15
AK094352	chr15
DQ601182	chr15
BC021741	chr15
MCTP2	chr15
LOC440311	chr15
LINC00924	chr15
NR2F2	chr15
MIR1469	chr15
SPATA8	chr15
ARRDC4	chr15
IGF1R	chr15
AF020763	chr15
MIR4714	chr15
AL109706	chr15
SYNM	chr15
LRRC28	chr15
HSP90B2P	chr15
MEF2A	chr15
DQ575742	chr15
DQ595494	chr15
DJ031154	chr15
BC032026	chr15
ASB7	chr15
LOC145757	chr15
ALDH1A3	chr15
AF198444	chr15
LRRK1	chr15
BC101079	chr15
DQ593624	chr15
DQ595661	chr15
DQ576888	chr15
DQ596486	chr15
DQ582294	chr15
DQ588439	chr15
DQ593353	chr15
DQ597703	chr15
DQ585237	chr15
DQ588452	chr15
DQ586526	chr15
DQ588428	chr15
DQ571896	chr15
DQ588425	chr15
DQ588362	chr15
DQ578285	chr15
DQ597461	chr15
DQ586138	chr15
DQ578289	chr15
DQ583497	chr15
DQ576933	chr15
DQ600537	chr15
DQ573820	chr15
DQ576896	chr15
DQ586246	chr15
DQ579816	chr15
DQ595216	chr15
DQ582610	chr15
DQ588066	chr15
DQ576999	chr15
DQ588584	chr15
DQ591415	chr15
DQ585242	chr15
DQ576947	chr15
DQ588394	chr15
DQ588329	chr15
DQ588370	chr15
DQ588406	chr15
DQ587115	chr15
DQ601306	chr15
DQ598070	chr15
DQ588424	chr15
DQ597025	chr15
DQ588388	chr15
DQ573799	chr15
DQ574757	chr15
DQ592653	chr15
DQ583348	chr15
DQ577251	chr15
DQ593367	chr15
DQ592190	chr15
DQ588143	chr15
DQ596604	chr15
DQ578010	chr15
DQ599787	chr15
DQ588124	chr15
DQ580168	chr15
DQ601694	chr15
DQ571638	chr15
DQ570882	chr15
DQ589204	chr15
DQ571326	chr15
DQ576544	chr15
DQ582940	chr15
DQ596816	chr15
DQ570906	chr15
OR4F6	chr15
OR4F15	chr15
OR4F13P	chr15
FAM138E	chr15
WASH3P	chr15
DQ576041	chr15
DQ571479	chr15
DQ592463	chr15
HERC2P3	chr15
GOLGA6L6	chr15
DQ600342	chr15
DQ578838	chr15
DQ572979	chr15
NBEAP1	chr15
DQ573684	chr15
DQ595048	chr15
POTEB	chr15
NF1P2	chr15
LOC646214	chr15
CXADRP2	chr15
DQ583164	chr15
DQ587539	chr15
AJ004954	chr15
GOLGA8DP	chr15
DQ577902	chr15
DQ579907	chr15
DQ582071	chr15
NIPA2	chr15
NIPA1	chr15
LOC283683	chr15
WHAMMP3	chr15
DQ588973	chr15
DQ595055	chr15
HERC2P2	chr15
LOC440243	chr15
DQ578199	chr15
LOC283685	chr15
GOLGA6L2	chr15
MIR4508	chr15
MAGEL2	chr15
NDN	chr15
PWRN2	chr15
AK124131	chr15
C15orf49	chr15
UBE3A	chr15
AX747189	chr15
ATP10A	chr15
MIR4715	chr15
GABRB3	chr15
OCA2	chr15
HERC2	chr15
AK302306	chr15
DQ600136	chr15
DQ596685	chr15
GOLGA6L7P	chr15
FAM189A1	chr15
NDNL2	chr15
TJP1	chr15
DQ575576	chr15
DQ575284	chr15
DQ577333	chr15
DQ590616	chr15
DQ578369	chr15
DQ597873	chr15
DQ589249	chr15
DQ596303	chr15
DQ590322	chr15
DQ593239	chr15
CHRFAM7A	chr15
DQ786262	chr15
MTMR10	chr15
MIR211	chr15
LOC283710	chr15
OTUD7A	chr15
DKFZp434L187	chr15
GOLGA8O	chr15
WHAMMP1	chr15
AX747968	chr15
FMN1	chr15
TMCO5B	chr15
AVEN	chr15
EMC7	chr15
KATNBL1	chr15
SLC12A6	chr15
NOP10	chr15
LPCAT4	chr15
DQ580140	chr15
GOLGA8A	chr15
GOLGA8B	chr15
KIAA0855	chr15
MIR1233-2	chr15
GJD2	chr15
ACTC1	chr15
AQR	chr15
ZNF770	chr15
DPH6	chr15
MIR3942	chr15
CSNK1A1P1	chr15
LOC145845	chr15
MEIS2	chr15
BC037952	chr15
RASGRP1	chr15
FSIP1	chr15
GPR176	chr15
SRP14	chr15
BMF	chr15
C15orf56	chr15
ANKRD63	chr15
PLCB2	chr15
C15orf52	chr15
C15orf57	chr15
MRPL42P5	chr15
RAD51-AS1	chr15
RMDN3	chr15
DNAJC17	chr15
PPP1R14D	chr15
RHOV	chr15
INO80	chr15
EXD1	chr15
OIP5	chr15
NDUFAF1	chr15
LTK	chr15
RPAP1	chr15
SPTBN5	chr15
MIR4310	chr15
EHD4	chr15
PLA2G4E	chr15
PLA2G4D	chr15
PLA2G4F	chr15
VPS39	chr15
MIR627	chr15
TMEM87A	chr15
ZNF106	chr15
LRRC57	chr15
CDAN1	chr15
DQ586540	chr15
TTBK2	chr15
UBR1	chr15
EPB42	chr15
TGM5	chr15
TGM7	chr15
LCMT2	chr15
ZSCAN29	chr15
TP53BP1	chr15
PPIP5K1	chr15
STRC	chr15
CATSPER2	chr15
AX748052	chr15
CATSPER2P1	chr15
SERINC4	chr15
ELL3	chr15
MIR1282	chr15
MFAP1	chr15
FRMD5	chr15
PIN4P1	chr15
EIF3J-AS1	chr15
SPG11	chr15
PATL2	chr15
DUOX2	chr15
DUOXA1	chr15
SHF	chr15
GATM	chr15
BC039389	chr15
SLC30A4	chr15
AK021664	chr15
MYEF2	chr15
FBN1	chr15
CEP152	chr15
SHC4	chr15
SECISBP2L	chr15
COPS2	chr15
MIR4716	chr15
FAM227B	chr15
ATP8B4	chr15
HDC	chr15
GABPB1	chr15
FLJ10038	chr15
AX746640	chr15
USP50	chr15
TRPM7	chr15
SPPL2A	chr15
AK091906	chr15
TNFAIP8L3	chr15
CYP19A1	chr15
aromatase cytochrome P-450 (P-450AROM)	chr15
DQ598506	chr15
DQ588654	chr15
DQ570035	chr15
DQ577752	chr15
DQ585809	chr15
DQ570558	chr15
DQ594218	chr15
DQ579404	chr15
DQ595419	chr15
DQ596480	chr15
DQ575060	chr15
DQ594981	chr15
DQ576445	chr15
DQ584012	chr15
DQ596502	chr15
DQ589218	chr15
DQ589533	chr15
DQ591628	chr15
DQ575848	chr15
DQ573334	chr15
DQ589081	chr15
DQ570455	chr15
DQ586227	chr15
DQ589222	chr15
DQ596958	chr15
DQ574553	chr15
DQ597104	chr15
DQ593878	chr15
DQ587578	chr15
DQ591221	chr15
DQ578051	chr15
DQ577970	chr15
DQ572519	chr15
DQ577197	chr15
DQ576221	chr15
DQ588253	chr15
DQ578013	chr15
DQ601543	chr15
DQ586374	chr15
DQ573812	chr15
DQ594762	chr15
DQ577476	chr15
DQ595618	chr15
DQ579954	chr15
DQ585102	chr15
DQ586940	chr15
DQ593177	chr15
DQ592264	chr15
DQ578940	chr15
DQ584158	chr15
DQ578873	chr15
DQ599294	chr15
DQ595015	chr15
DQ572923	chr15
DQ577875	chr15
DQ570267	chr15
DQ582266	chr15
DQ596795	chr15
DQ599297	chr15
DQ573486	chr15
DQ591901	chr15
DQ595884	chr15
DQ591360	chr15
DQ590886	chr15
DQ599277	chr15
DQ597610	chr15
DQ583962	chr15
DQ577380	chr15
DQ589180	chr15
DQ591818	chr15
DQ594922	chr15
DQ589785	chr15
T-18	chr15
DQ586425	chr15
DQ575002	chr15
DQ595346	chr15
DQ596584	chr15
DQ579261	chr15
DQ577411	chr15
DQ580114	chr15
DQ601847	chr15
DQ594304	chr15
DQ585053	chr15
DQ588149	chr15
DMXL2	chr15
LYSMD2	chr15
LEO1	chr15
BCL2L10	chr15
GNB5	chr15
MYO5C	chr15
MIR1266	chr15
MYO5A	chr15
ARPP19	chr15
FAM214A	chr15
ONECUT1	chr15
WDR72	chr15
RSL24D1	chr15
RAB27A	chr15
HP06981	chr15
DYX1C1-CCPG1	chr15
CCPG1	chr15
DYX1C1	chr15
MIR628	chr15
AK055370	chr15
PYGO1	chr15
DKFZp564G0982	chr15
PRTG	chr15
NEDD4	chr15
RFX7	chr15
MNS1	chr15
BC037892	chr15
ZNF280D	chr15
LOC145783	chr15
ALDH1A2	chr15
AX747251	chr15
ADAM10	chr15
HSP90AB4P	chr15
SLTM	chr15
MYO1E	chr15
MIR2116	chr15
GTF2A2	chr15
BNIP2	chr15
ANXA2	chr15
DJ439519	chr15
NARG2	chr15
RORA	chr15
VPS13C	chr15
C2CD4B	chr15
DQ578136	chr15
DQ594846	chr15
DQ573709	chr15
DQ576270	chr15
DQ571252	chr15
DQ577682	chr15
DQ594995	chr15
DQ577554	chr15
DQ576037	chr15
DQ573033	chr15
DQ598149	chr15
DQ575070	chr15
DQ573760	chr15
DQ596663	chr15
DQ595554	chr15
DQ594736	chr15
DQ575936	chr15
DQ597410	chr15
DQ577084	chr15
FLJ38723	chr15
DQ593480	chr15
MGC15885	chr15
AK125516	chr15
AK310237	chr15
AX747619	chr15
RPS27L	chr15
CA12	chr15
USP3-AS1	chr15
HERC1	chr15
AK091624	chr15
DAPK2	chr15
FAM96A	chr15
PPIB	chr15
CSNK1G1	chr15
KIAA0101	chr15
AL137522	chr15
OAZ2	chr15
RBPMS2	chr15
MIR1272	chr15
PIF1	chr15
SPG21	chr15
MTFMT	chr15
RASL12	chr15
UBAP1L	chr15
PDCD7	chr15
CLPX	chr15
CILP	chr15
PARP16	chr15
IGDCC3	chr15
IGDCC4	chr15
DPP8	chr15
VWA9	chr15
DENND4A	chr15
MIR4511	chr15
MEGF11	chr15
TIPIN	chr15
SCARNA14	chr15
SNAPC5	chr15
RPL4	chr15
SNORD18C	chr15
SNORD18B	chr15
SNORD16	chr15
SNORD18A	chr15
LCTL	chr15
AAGAB	chr15
IQCH-AS1	chr15
CALML4	chr15
CLN6	chr15
ITGA11	chr15
ANP32A	chr15
MIR4312	chr15
ANP32A-IT1	chr15
TLE3	chr15
MIR629	chr15
UACA	chr15
LARP6	chr15
THAP10	chr15
CT62	chr15
BC043587	chr15
MYO9A	chr15
GRAMD2	chr15
PKM	chr15
CELF6	chr15
PARP6	chr15
HEXA	chr15
DQ577530	chr15
HIGD2B	chr15
ADPGK	chr15
HCN4	chr15
NPTN	chr15
C15orf59	chr15
LOXL1-AS1	chr15
STOML1	chr15
GOLGA6A	chr15
LOC283731	chr15
STRA6	chr15
CYP11A1	chr15
SEMA7A	chr15
UBL7	chr15
EDC3	chr15
CYP1A1	chr15
MIR4513	chr15
ULK3	chr15
SCAMP2	chr15
FAM219B	chr15
COX5A	chr15
RPP25	chr15
BC150507	chr15
DNM1P34	chr15
MAN2C1	chr15
MIR631	chr15
SIN3A	chr15
PTPN9	chr15
SNUPN	chr15
IMP3	chr15
CSPG4	chr15
DNM1P35	chr15
MIR4313	chr15
DQ582208	chr15
DQ574368	chr15
DQ601582	chr15
DQ587887	chr15
FBXO22-AS1	chr15
NRG4	chr15
ETFA	chr15
TYRO3P	chr15
SCAPER	chr15
TSPAN3	chr15
PEAK1	chr15
AX747193	chr15
LINC00597	chr15
LINGO1	chr15
LOC645752	chr15
LOC91450	chr15
TBC1D2B	chr15
CIB2	chr15
ACSBG1	chr15
WDR61	chr15
CHRNA3	chr15
CHRNB4	chr15
DQ596823	chr15
ADAMTS7	chr15
CTSH	chr15
RASGRF1	chr15
LOC729911	chr15
ST20-MTHFS	chr15
ST20	chr15
MTHFS	chr15
AK054972	chr15
BCL2A1	chr15
AK124939	chr15
LINC00927	chr15
MIR549	chr15
MESDC2	chr15
MIR4514	chr15
STARD5	chr15
TMC3	chr15
MEX3B	chr15
EFTUD1	chr15
GOLGA6L10	chr15
AK302092	chr15
RPL9	chr15
DQ574758	chr15
RPS17L	chr15
DQ571121	chr15
DQ576060	chr15
CPEB1	chr15
AP3B2	chr15
DQ601936	chr15
LOC338963	chr15
LOC283693	chr15
FSD2	chr15
AK130329	chr15
HOMER2	chr15
BC044934	chr15
C15orf40	chr15
BTBD1	chr15
HDGFRP3	chr15
BNC1	chr15
LOC388152	chr15
LOC642423	chr15
DQ586822	chr15
GOLGA6L5	chr15
UBE2Q2P1	chr15
WDR73	chr15
NMB	chr15
SEC11A	chr15
BC096759	chr15
AK308544	chr15
DQ596274	chr15
KLHL25	chr15
MIR1276	chr15
AGBL1-AS1	chr15
AK094929	chr15
NTRK3	chr15
MRPL46	chr15
AX746605	chr15
DET1	chr15
AK054749	chr15
MIR3529	chr15
HAPLN3	chr15
MFGE8	chr15
RLBP1	chr15
POLG	chr15
RHCG	chr15
LINC00928	chr15
KIF7	chr15
PLIN1	chr15
PEX11A	chr15
MESP1	chr15
ANPEP	chr15
C15orf38-AP3S2	chr15
AP3S2	chr15
C15orf38	chr15
MIR5094	chr15
AK055981	chr15
IDH2	chr15
CIB1	chr15
GABARAPL3	chr15
HDDC3	chr15
PRC1	chr15
VPS33B	chr15
LINC00930	chr15
DQ599989	chr15
DQ597717	chr15
DQ571973	chr15
DQ585572	chr15
DQ583728	chr15
DQ575581	chr15
DQ598122	chr15
DQ589659	chr15
DQ579218	chr15
DQ579313	chr15
DQ596488	chr15
DQ594004	chr15
DQ580251	chr15
DQ596667	chr15
DQ596681	chr15
DQ599441	chr15
DQ591574	chr15
DQ601664	chr15
DQ589053	chr15
DQ576504	chr15
DQ588655	chr15
FAM174B	chr15
RGMA	chr15
DQ593531	chr15
DQ586064	chr15
DQ582871	chr15
DQ583307	chr15
DQ572925	chr15
DQ598152	chr15
DQ592588	chr15
DQ572208	chr15
DQ582013	chr15
DQ576238	chr15
DQ583009	chr15
DQ578778	chr15
DQ600033	chr15
AK097829	chr15
DQ599886	chr15
DQ593143	chr15
DQ578892	chr15
DQ579181	chr15
DQ577534	chr15
DQ595590	chr15
DQ580631	chr15
DQ571165	chr15
DQ585433	chr15
BC037497	chr15
LOC400456	chr15
JA429839	chr15
NR2F2-AS1	chr15
DQ600899	chr15
DQ584981	chr15
DQ591093	chr15
DQ570891	chr15
DQ571799	chr15
DQ595265	chr15
DQ590811	chr15
DQ582375	chr15
SPATA8-AS1	chr15
DQ595383	chr15
DQ601004	chr15
DQ573857	chr15
DQ590792	chr15
DQ576810	chr15
DQ577158	chr15
DQ594177	chr15
DQ586241	chr15
DQ599224	chr15
DQ574839	chr15
DQ577036	chr15
DQ569978	chr15
DQ584667	chr15
DQ597986	chr15
DQ577480	chr15
DQ572928	chr15
DQ595853	chr15
DQ573982	chr15
DQ597589	chr15
DQ594400	chr15
DQ601402	chr15
DQ596112	chr15
DQ595670	chr15
DQ574554	chr15
DQ591967	chr15
DQ585716	chr15
DQ576557	chr15
DQ593900	chr15
DQ594674	chr15
DQ599954	chr15
BC024169	chr15
LINC00923	chr15
FAM169B	chr15
PGPEP1L	chr15
TTC23	chr15
LYSMD4	chr15
DNM1P46	chr15
ADAMTS17	chr15
AK093600	chr15
SPATA41	chr15
CERS3	chr15
PRKXP1	chr15
LINS	chr15
AK126286	chr15
BC073817	chr15
CHSY1	chr15
VIMP	chr15
SNRPA1	chr15
AK130759	chr15
PCSK6	chr15
LOC100507472	chr15
TM2D3	chr15
TARSL2	chr15
DQ597539	chr15
DQ593864	chr15
DQ582666	chr15
DQ575740	chr15
DQ582460	chr15
DQ593630	chr15
DQ593627	chr15
DQ582462	chr15
OR4F4	chr15
DDX11L9	chr15
DDX11L10	chr16
BC032901	chr16
SNRNP25	chr16
MPG	chr16
HBZ	chr16
HBM	chr16
HBA2	chr16
HBA1	chr16
HBQ1	chr16
ITFG3	chr16
PDIA2	chr16
ARHGDIG	chr16
LOC100134368	chr16
RPL2B	chr16
NME4	chr16
DECR2	chr16
RAB11FIP3	chr16
SOLH	chr16
MIR5587	chr16
MIR3176	chr16
C16orf11	chr16
PIGQ	chr16
NHLRC4	chr16
RAB40C	chr16
WFIKKN1	chr16
AK128777	chr16
AK301549	chr16
FAM195A	chr16
WDR90	chr16
RHOT2	chr16
RHBDL1	chr16
STUB1	chr16
METRN	chr16
AL360260	chr16
FAM173A	chr16
HAGHL	chr16
MSLN	chr16
MIR662	chr16
CHTF18	chr16
PRR25	chr16
SOX8	chr16
SSTR5	chr16
CACNA1H	chr16
TPSAB1	chr16
TPSD1	chr16
UBE2I	chr16
BAIAP3	chr16
GNPTG	chr16
TELO2	chr16
TMEM204	chr16
CRAMP1L	chr16
HN1L	chr16
MAPK8IP3	chr16
MIR3177	chr16
EME2	chr16
NUBP2	chr16
FAHD1	chr16
NDUFB10	chr16
SNHG9	chr16
SNORA78	chr16
RNF151	chr16
TBL3	chr16
GFER	chr16
SYNGR3	chr16
NPW	chr16
SLC9A3R2	chr16
TSC2	chr16
MIR4516	chr16
RAB26	chr16
TRAF7	chr16
MLST8	chr16
E4F1	chr16
DNASE1L2	chr16
MIR3677	chr16
MIR940	chr16
MIR4717	chr16
ABCA17P	chr16
CCNF	chr16
C16orf59	chr16
NTN3	chr16
TBC1D24	chr16
ATP6V0C	chr16
AMDHD2	chr16
PDPK1	chr16
AX748261	chr16
LOC652276	chr16
AK056253	chr16
FLJ42627	chr16
KCTD5	chr16
SRRM2	chr16
PRSS41	chr16
PRSS21	chr16
ZG16B	chr16
FLYWCH2	chr16
FLYWCH1	chr16
KREMEN2	chr16
PAQR4	chr16
LINC00514	chr16
HM587423	chr16
HM587422	chr16
HM587424	chr16
HM587425	chr16
CLDN9	chr16
TNFRSF12A	chr16
THOC6	chr16
LOC100128770	chr16
MMP25	chr16
IL32	chr16
ZNF205	chr16
ZNF213	chr16
CASP16	chr16
OR1F1	chr16
OR1F2P	chr16
ZNF263	chr16
LINC00921	chr16
ZNF75A	chr16
OR2C1	chr16
ZNF174	chr16
NAA60	chr16
CLUAP1	chr16
DNASE1	chr16
BC095475	chr16
GLIS2	chr16
VASN	chr16
DNAJA3	chr16
HMOX2	chr16
MGRN1	chr16
C16orf96	chr16
NUDT16L1	chr16
C16orf71	chr16
LOC440335	chr16
UBN1	chr16
SEC14L5	chr16
ALG1	chr16
NAGPA-AS1	chr16
BC108660	chr16
RBFOX1	chr16
METTL22	chr16
BX537921	chr16
ABAT	chr16
PMM2	chr16
C16orf72	chr16
AK057657	chr16
MIR548X	chr16
ATF7IP2	chr16
NUBP1	chr16
CIITA	chr16
CLEC16A	chr16
RMI2	chr16
SNN	chr16
TNFRSF17	chr16
SNX29	chr16
MIR4718	chr16
SHISA9	chr16
ERCC4	chr16
MKL2	chr16
BC020644	chr16
MIR193B	chr16
MIR365A	chr16
BFAR	chr16
LOC642778	chr16
NOMO1	chr16
MIR3179-3	chr16
MIR3180-3	chr16
DQ586919	chr16
NPIP	chr16
FLJ00322	chr16
PDXDC1	chr16
MPV17L	chr16
C16orf45	chr16
NDE1	chr16
MIR484	chr16
AX747846	chr16
ABCC1	chr16
NOMO3	chr16
MIR3179-2	chr16
PKD1P1	chr16
DQ596229	chr16
AK310228	chr16
ABCC6P1	chr16
TMC7	chr16
COQ7	chr16
ITPRIPL2	chr16
SYT17	chr16
CLEC19A	chr16
TMC5	chr16
CCP110	chr16
C16orf62	chr16
IQCK	chr16
ACSM5	chr16
ACSM2A	chr16
AX747287	chr16
ACSM3	chr16
LOC81691	chr16
LYRM1	chr16
TMEM159	chr16
ANKS4B	chr16
CRYM-AS1	chr16
SNX29P1	chr16
LOC23117	chr16
AK303572	chr16
DQ576952	chr16
METTL9	chr16
OTOA	chr16
UQCRC2	chr16
C16orf52	chr16
AF086126	chr16
VWA3A	chr16
EEF2K	chr16
POLR3E	chr16
SMG1P1	chr16
LOC100132247	chr16
DQ584116	chr16
DQ595631	chr16
LOC653786	chr16
MIR548D2	chr16
HS3ST2	chr16
SCNN1G	chr16
SCNN1B	chr16
UBFD1	chr16
BC007880	chr16
DCTN5	chr16
PLK1	chr16
CHP2	chr16
PRKCB	chr16
CACNG3	chr16
RBBP6	chr16
AF063596	chr16
DQ573285	chr16
TNRC6A	chr16
SLC5A11	chr16
LOC554206	chr16
BC023651	chr16
DQ589737	chr16
DQ598334	chr16
DQ598207	chr16
DQ590011	chr16
DQ581863	chr16
DQ579263	chr16
DQ598724	chr16
DQ583840	chr16
DQ595581	chr16
DQ598345	chr16
DQ573186	chr16
DQ591690	chr16
LCMT1	chr16
AQP8	chr16
HS3ST4	chr16
C16orf82	chr16
KDM8	chr16
FLJ21408	chr16
AK025061	chr16
IL4R	chr16
IL21R	chr16
KIAA0556	chr16
SBK1	chr16
APOBR	chr16
CCDC101	chr16
NPIPL1	chr16
EIF3C	chr16
EIF3CL	chr16
AK125489	chr16
ATXN2L	chr16
SH2B1	chr16
ATP2A1	chr16
CD19	chr16
NFATC2IP	chr16
MIR4517	chr16
SPNS1	chr16
LAT	chr16
RRN3P2	chr16
SNX29P2	chr16
AF072097	chr16
LOC606724	chr16
SLX1B-SULT1A4	chr16
SLX1A	chr16
SULT1A3	chr16
SPN	chr16
QPRT	chr16
BC041466	chr16
ZG16	chr16
KIF22	chr16
MAZ	chr16
AB209061	chr16
MVP	chr16
PRRT2	chr16
PAGR1	chr16
CDIPT-AS1	chr16
ASPHD1	chr16
TMEM219	chr16
TAOK2	chr16
INO80E	chr16
C16orf92	chr16
ALDOA	chr16
PPP4C	chr16
AK097453	chr16
CORO1A	chr16
SULT1A4	chr16
AK303607	chr16
MYLPF	chr16
